,site_name,version,Total_NRMSD,Error_spawning,Error_fry,Error_juvenile
0,sfe_322,n0,9.70823434865149,0.9613029359105888,0.3918359713410138,0.613803864676694
1,sfe_322,s0,6.930356371408191,0.9548181556339166,0.5401664115633862,0.7438994927750421
2,sfe_322,s1,9.254702869198617,0.9712327477798968,0.3899964605312213,0.6066214029115498
3,sfe_322,s2,3.4044023263912497,0.9707199193811442,0.9105836723621936,0.9125531111500004
4,sfe_82,n0,21.283515834819113,nan,0.989914024342466,0.9870614604377371
5,sfe_82,s0,16.891409472893276,0.0,0.9905936001329,0.9884421152110736
6,sfe_82,s1,13.472938884515068,0.0,0.9850308190762698,0.9889414057491196
7,sfe_82,s2,11.106803810868778,0.0,0.981563009382144,0.9906110755539334
8,sfe_4523,n0,13.022473438935316,0.2470761712915537,0.3698150757805924,0.4064170000089141
9,sfe_4523,s0,11.672098211136715,0.2470761712915537,0.3697112339381745,0.4106944160600685
10,sfe_4523,s1,6.8511417467674125,0.2470761712915537,0.3904487191348416,0.6152043596976322
11,sfe_4523,s2,2.3605603221535905,0.51359425497181,0.5165122432558366,0.8239394727657825
12,sfe_81,n0,3.4668347416726752,0.9944687863330748,0.392973719974568,0.9847452360056421
13,sfe_81,s0,3.0936146574375107,0.9908491688000982,0.6708317022666174,0.988169999334075
14,sfe_81,s1,2.8875667970732257,0.9959505761523936,0.4785906536447632,0.9848036212665564
15,sfe_81,s2,1.6136389264582178,0.9900872361024108,0.9371638302123062,0.9885224601857148
16,sfe_24,n0,19.654908936034037,0.9704764772554724,0.7343118741233502,0.9375737417075878
17,sfe_24,s0,14.463336371774389,0.9712965454275584,0.7965665471747867,0.9476278744980337
18,sfe_24,s1,19.793610524138305,0.9727608695066022,0.7435261678506455,0.9404577004570512
19,sfe_24,s2,14.025078870657582,0.99124091084656,0.9345973987029756,0.9892669035853672
20,sfe_25,n0,17.236625100120243,0.9363673039360014,0.4651106935044891,0.939515555958138
21,sfe_25,s0,18.13524173787767,0.9357672981600677,0.4663220201553329,0.9408433434962458
22,sfe_25,s1,2.6452458940736157,0.9612602341212682,0.7051221477113936,0.9692594896678378
23,sfe_25,s2,5.841408129286384,0.94548387554334,0.6881852038196601,0.9727372294762422
24,sfe_316,n0,12.596936365129515,0.9908094065095464,0.38100075121346993,0.9112897293902228
25,sfe_316,s0,2.042812004616917,0.9840496989563896,0.9293902748133936,0.9573942511482212
26,sfe_316,s1,11.402501767511652,0.9910036010518438,0.3803997295773535,0.926018744900898
27,sfe_316,s2,1.657438016362788,0.9919977132011498,0.939384872093362,0.9756970593503972
28,sfe_2248,n0,17.261519161606255,0.9975208240400776,0.4261983243582532,0.7222415580770898
29,sfe_2248,s0,17.15047874053602,0.9971404396303832,0.4253707589283056,0.6971428808796738
30,sfe_2248,s1,6.1822365748456605,0.9973195204297528,0.4267788937606971,0.7850841065797886
31,sfe_2248,s2,14.724567114382806,0.9978170156645068,0.5029696884950511,0.7597915172792442
32,sfe_221,n0,12.90622716923638,0.9707782364603468,0.4032689015941159,0.8977099906589424
33,sfe_221,s0,8.23856279982692,0.9689704086663063,0.6023191972513111,0.9591050686855764
34,sfe_221,s1,7.827088539794007,0.9760306720049692,0.4650951334392851,0.9152682747096004
35,sfe_221,s2,4.524788697999392,0.9863911864330016,0.8746011566469541,0.9931473646320164
36,sfe_209,n0,16.429132960478317,0.9885009190282168,0.4227063293310556,0.5024669535292724
37,sfe_209,s0,1.0862198289148512,0.9975343881328144,0.9548143687604804,0.9915997317916626
38,sfe_209,s1,14.62814543601659,0.9891020835130492,0.4213308474400219,0.5088769484588038
39,sfe_209,s2,2.761167766493188,0.9964228878714404,0.8468897320285697,0.9097087358616656
