Site_name,Version,Channel Type,Variable,RMSE,NRMSD,R2,Max_dist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_322,n0,1,Depth,0.055716235,0.220959971,0.979510519,0.17290371,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_322,s0,1,Depth,0.048892467,0.193898208,0.984325796,0.150164577,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_322,s1,1,Depth,0.04430399,0.175701182,0.987258203,0.136436924,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_322,s2,1,Depth,0.035044287,0.138978964,0.991307386,0.095745178,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_322,n0,1,Velocity,0.223239201,0.754609497,0.872471263,0.422606072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_322,s0,1,Velocity,0.18091426,0.611539634,0.921924052,0.317787972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_322,s1,1,Velocity,0.196672132,0.664805546,0.890514271,0.378058404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_322,s2,1,Velocity,0.141922131,0.479735582,0.947526389,0.260205871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_95,n0,1,Depth,0.06042983,0.329801846,0.986265924,0.126789502,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_95,s0,1,Depth,0.060766009,0.331636575,0.978233799,0.160751475,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_95,s1,1,Depth,0.057789588,0.31539246,0.981653998,0.136405981,1.23,,,,,,,0.98,0.81,0.84,0.62,,,,,1.09,1.21,1.23,1.21,,,,,0.21,0.19,0.17,0.16,,,,,0.22,0.22,0.18,0.14,,,,,0.16,0.15,0.10,0.15,,,,,0.26,0.22,0.28,0.19,,,,,0.44,0.44,0.18,0.32,,,,,0.31,0.21,0.28,0.24,,,,,0.42,0.41,0.35,0.38,,,,,0.28,0.21,0.18,0.14,,,,,0.52,0.21,0.50,0.35,,,,
sfe_95,s2,1,Depth,0.05567439,0.303848553,0.984204722,0.115758626,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_95,n0,1,Velocity,0.207828518,0.758049474,0.865070527,0.543300152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_95,s0,1,Velocity,0.241781072,0.881890589,0.824571794,0.614918118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_95,s1,1,Velocity,0.249718534,0.910842289,0.812847711,0.644550639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_95,s2,1,Velocity,0.248697812,0.907119229,0.815174606,0.603939638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_82,n0,2,Depth,0.053751223,0.118619908,0.966374552,0.229761899,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_82,s0,2,Depth,0.043971391,0.097037464,0.975675185,0.19415668,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_82,s1,2,Depth,0.033013519,0.072855284,0.984938841,0.151968275,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sfe_82,s2,2,Depth,0.019013007,0.041958509,0.997499699,0.087518181,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
