,Site_name,Scenario,Fish and period,RMSE,NRMSD,R2,IA
0,sfe_322_n0,n0,Rainbow / Steelhead Trout - fry,0.15678813408275966,0.9785606016510595,0.22253905195635554,0.4182052583093194
1,sfe_322_s0,s0,Rainbow / Steelhead Trout - fry,0.08490005418349951,0.5298860694276752,0.8230581453054872,0.6904327961943529
2,sfe_322_s1,s1,Rainbow / Steelhead Trout - fry,0.15334565622847232,0.957075090518669,0.07144424100269234,0.41880023003495714
3,sfe_322_s2,s2,Rainbow / Steelhead Trout - fry,0.03083692444949466,0.19246226456421536,0.9353044050180369,0.9580375584060317
4,sfe_322_n0,n0,Rainbow / Steelhead Trout - juvenile,0.11909313541280975,0.3677340034300749,0.7848082582469275,0.8222728932561842
5,sfe_322_s0,s0,Rainbow / Steelhead Trout - juvenile,0.08062491185159117,0.24895239770632066,0.8615514001855245,0.914003054610563
6,sfe_322_s1,s1,Rainbow / Steelhead Trout - juvenile,0.12192222867750391,0.3764696353260435,0.7886537733844055,0.8063853102179177
7,sfe_322_s2,s2,Rainbow / Steelhead Trout - juvenile,0.03256605624534609,0.10055698170611772,0.9484174003865986,0.9833425147755801
8,sfe_322_n0,n0,Coho Salmon - fry,0.20582253133751904,0.9805369798290072,0.6516774369982137,0.4380527149373299
9,sfe_322_s0,s0,Coho Salmon - fry,0.14064401497424914,0.6700270217147851,0.8469168980030464,0.6077804724829057
10,sfe_322_s1,s1,Coho Salmon - fry,0.20313670862484795,0.9677417407756111,0.4328314087194973,0.43496468888301765
11,sfe_322_s2,s2,Coho Salmon - fry,0.05631058580115306,0.26826320410626403,0.9410387453434728,0.9207843076315012
12,sfe_322_n0,n0,Coho Salmon - juvenile,0.235812901548816,1.0221452013072763,0.33915221530374223,0.35829179155565916
13,sfe_322_s0,s0,Coho Salmon - juvenile,0.1984735927890294,0.8602957222572685,0.7882557741925034,0.43065970920186236
14,sfe_322_s1,s1,Coho Salmon - juvenile,0.2330040774376318,1.0099701843013946,0.03363363810144582,0.3578957484766653
15,sfe_322_s2,s2,Coho Salmon - juvenile,0.09056571139320227,0.3925625217939065,0.8288007702767051,0.782644202797081
16,sfe_82_n0,n0,Rainbow / Steelhead Trout - fry,0.09150466951366798,0.268405823366487,0.8756623886477916,0.9662496443273182
17,sfe_82_s0,s0,Rainbow / Steelhead Trout - fry,0.09193683632755749,0.2696734754997626,0.8746688467330733,0.9657687812123668
18,sfe_82_s1,s1,Rainbow / Steelhead Trout - fry,0.09718507269849021,0.2850678505830116,0.8676224107487385,0.9629325687343624
19,sfe_82_s2,s2,Rainbow / Steelhead Trout - fry,0.07695748076012453,0.225735321458611,0.9630167093929232,0.9720853240741828
20,sfe_82_n0,n0,Rainbow / Steelhead Trout - juvenile,0.0726132159885181,0.24113084305292382,0.9485836767181407,0.984908381602264
21,sfe_82_s0,s0,Rainbow / Steelhead Trout - juvenile,0.07097966264157055,0.23570620939141965,0.951258766767257,0.9855999397128545
22,sfe_82_s1,s1,Rainbow / Steelhead Trout - juvenile,0.07364818936334648,0.24456773810036478,0.9460671392806292,0.9843808002989913
23,sfe_82_s2,s2,Rainbow / Steelhead Trout - juvenile,0.058513554247395315,0.19430929306213987,0.9693636056607268,0.9880792044171257
24,sfe_82_n0,n0,Coho Salmon - fry,0.04326476514463258,0.10974454782611956,0.98065897319624,0.9939820332139115
25,sfe_82_s0,s0,Coho Salmon - fry,0.041411130363935414,0.10504265449184785,0.9820297511174472,0.9944768037776279
26,sfe_82_s1,s1,Coho Salmon - fry,0.05106004004232714,0.12951788800184735,0.9675985692955963,0.991775417171868
27,sfe_82_s2,s2,Coho Salmon - fry,0.07009295355851787,0.17779640010437106,0.952816454083687,0.9824382542261362
28,sfe_82_n0,n0,Coho Salmon - juvenile,0.06994131002989327,0.20303648404791702,0.944360679801188,0.9852936555706161
29,sfe_82_s0,s0,Coho Salmon - juvenile,0.06831124869464532,0.1983044891489118,0.9465562991463841,0.9859532534818493
30,sfe_82_s1,s1,Coho Salmon - juvenile,0.07910380710903718,0.229634801855427,0.93206732204947,0.9814778322964612
31,sfe_82_s2,s2,Coho Salmon - juvenile,0.0756675927892275,0.21965962590245913,0.9521250225025454,0.9794024796221011
32,sfe_4523_n0,n0,Rainbow / Steelhead Trout - fry,0.12550232164163516,1.1840619582877348,0.8139055313929815,0.408863935180813
33,sfe_4523_s0,s0,Rainbow / Steelhead Trout - fry,0.12541316370721634,1.18322079043487,0.8064140068382615,0.40920750498698344
34,sfe_4523_s1,s1,Rainbow / Steelhead Trout - fry,0.10989225601829557,1.0367875124511907,0.7763542058605015,0.4742687341211067
35,sfe_4523_s2,s2,Rainbow / Steelhead Trout - fry,0.12018467971936994,1.1338922289505406,0.8583970331617116,0.7041729957803115
36,sfe_4523_n0,n0,Rainbow / Steelhead Trout - juvenile,0.08679190988910439,0.8943249270663339,0.7514635695663308,0.8575985220210275
37,sfe_4523_s0,s0,Rainbow / Steelhead Trout - juvenile,0.08624404211065796,0.8886795643634375,0.7566137378763479,0.8593399016081974
38,sfe_4523_s1,s1,Rainbow / Steelhead Trout - juvenile,0.0734398548880481,0.7567421082268514,0.8690839921361522,0.8967115258654138
39,sfe_4523_s2,s2,Rainbow / Steelhead Trout - juvenile,0.08397905912302599,0.8653406293427813,0.9389120324081708,0.8932947313975441
40,sfe_4523_n0,n0,Coho Salmon - fry,0.15933694215087557,1.1449966045412105,0.6843138276012936,0.46061801899763655
41,sfe_4523_s0,s0,Coho Salmon - fry,0.15823361819438203,1.1370681093232098,0.6806118562473362,0.4640725784241433
42,sfe_4523_s1,s1,Coho Salmon - fry,0.1327170404832655,0.9537057675815471,0.6840104866167228,0.555761979624396
43,sfe_4523_s2,s2,Coho Salmon - fry,0.15658080058806567,1.1251909481224747,0.8465221808412782,0.6754376142923484
44,sfe_4523_n0,n0,Coho Salmon - juvenile,0.08891793585878995,1.0659364594436325,0.5136136248515382,0.3278125171967985
45,sfe_4523_s0,s0,Coho Salmon - juvenile,0.08893872608586885,1.0661856899372273,0.518780655714797,0.3277094951744183
46,sfe_4523_s1,s1,Coho Salmon - juvenile,0.08762454592023074,1.0504314718562318,0.3841070356847059,0.3343022936607609
47,sfe_4523_s2,s2,Coho Salmon - juvenile,0.11142658839630813,1.3357672102472935,0.9064242978076514,0.505201956593095
48,sfe_81_n0,n0,Rainbow / Steelhead Trout - fry,0.11275746127490165,0.723679950863037,0.7309402246279886,0.5792304884619175
49,sfe_81_s0,s0,Rainbow / Steelhead Trout - fry,0.05041725759692307,0.32357910587786237,0.8939937423483882,0.8887040706475676
50,sfe_81_s1,s1,Rainbow / Steelhead Trout - fry,0.08247997076518102,0.5293583281820211,0.6759311446957512,0.7221699546539084
51,sfe_81_s2,s2,Rainbow / Steelhead Trout - fry,0.03366670073568148,0.21607365099077164,0.9354636240325552,0.9528430538354459
52,sfe_81_n0,n0,Rainbow / Steelhead Trout - juvenile,0.05163504438386366,0.17094691207867896,0.9914135557592222,0.9914447897013355
53,sfe_81_s0,s0,Rainbow / Steelhead Trout - juvenile,0.042619523737346995,0.14109944252202977,0.9945393437555778,0.9942726893200969
54,sfe_81_s1,s1,Rainbow / Steelhead Trout - juvenile,0.05257516132226157,0.17405933484367625,0.991167286717971,0.9912191864429367
55,sfe_81_s2,s2,Rainbow / Steelhead Trout - juvenile,0.045033447757793284,0.14909116330414263,0.9893198091101962,0.9926837258821715
56,sfe_81_n0,n0,Coho Salmon - fry,0.12534663882559102,0.7132531297627152,0.6201905176789555,0.5387796187354362
57,sfe_81_s0,s0,Coho Salmon - fry,0.06165788747805638,0.35084850802798284,0.7880871671939375,0.8294601049598835
58,sfe_81_s1,s1,Coho Salmon - fry,0.09344413589499229,0.5317200605419702,0.667848367095583,0.6489189255492689
59,sfe_81_s2,s2,Coho Salmon - fry,0.027861910493690505,0.15854110686162382,0.902342572997303,0.9651757992951921
60,sfe_81_n0,n0,Coho Salmon - juvenile,0.1143052438310935,1.0351414240997237,0.04705084386439166,0.34459631114401135
61,sfe_81_s0,s0,Coho Salmon - juvenile,0.08000199097683608,0.7244932261633329,0.6956070393476114,0.5051509773567042
62,sfe_81_s1,s1,Coho Salmon - juvenile,0.10101151817132627,0.9147542428136519,0.04045216553772773,0.3870964403420357
63,sfe_81_s2,s2,Coho Salmon - juvenile,0.02681050621494806,0.2427943343105533,0.8257909872965653,0.9227414245336465
64,sfe_24_n0,n0,Rainbow / Steelhead Trout - fry,0.21948393301579763,0.46613475098125845,0.8116157643696044,0.7884237854318347
65,sfe_24_s0,s0,Rainbow / Steelhead Trout - fry,0.17859657102051654,0.37929914511219864,0.8530178716462692,0.8389528727250455
66,sfe_24_s1,s1,Rainbow / Steelhead Trout - fry,0.22149584836483335,0.47040760889542127,0.8174804221285197,0.7822017485112494
67,sfe_24_s2,s2,Rainbow / Steelhead Trout - fry,0.08430811961820815,0.17905157705144192,0.9578350841701968,0.9564462504229322
68,sfe_24_n0,n0,Rainbow / Steelhead Trout - juvenile,0.18792084003370205,0.38901713663171805,0.922928286406175,0.906932434173614
69,sfe_24_s0,s0,Rainbow / Steelhead Trout - juvenile,0.16549533062374833,0.34259382638787667,0.9388496303629131,0.9231788920744891
70,sfe_24_s1,s1,Rainbow / Steelhead Trout - juvenile,0.18414333534183977,0.3811972798314952,0.9252627389490455,0.9106225299742903
71,sfe_24_s2,s2,Rainbow / Steelhead Trout - juvenile,0.06997205618157609,0.1448499747825132,0.9740776983060135,0.9841793771029201
72,sfe_24_n0,n0,Coho Salmon - fry,0.2337903543082221,0.46723454137884757,0.8153177175101036,0.7381322877426202
73,sfe_24_s0,s0,Coho Salmon - fry,0.20035213289388232,0.40040760964642946,0.8808942240548457,0.776321184397944
74,sfe_24_s1,s1,Coho Salmon - fry,0.2328210185101786,0.4652973050528192,0.8184907577547369,0.7396294362586995
75,sfe_24_s2,s2,Coho Salmon - fry,0.10265587380114716,0.20515974774600446,0.9356574889654342,0.9306293486219386
76,sfe_24_n0,n0,Coho Salmon - juvenile,0.27130978617677537,0.6309076223033889,0.7401474269521379,0.6291859358410514
77,sfe_24_s0,s0,Coho Salmon - juvenile,0.24480044727600117,0.5692624298818194,0.804447717264371,0.6537314795494655
78,sfe_24_s1,s1,Coho Salmon - juvenile,0.2540022803652528,0.590660502973771,0.772782657274886,0.6671718207312685
79,sfe_24_s2,s2,Coho Salmon - juvenile,0.10612599049997917,0.2467868825317936,0.8887856293579326,0.9063915244846281
80,sfe_25_n0,n0,Rainbow / Steelhead Trout - fry,0.14138544188204277,1.1125710710977028,0.7769026944270547,0.48490517906670105
81,sfe_25_s0,s0,Rainbow / Steelhead Trout - fry,0.14052035193178894,1.1057636230341832,0.7285113112795035,0.48778855615151184
82,sfe_25_s1,s1,Rainbow / Steelhead Trout - fry,0.07498415884869067,0.5900551344971523,0.8934209487114484,0.8010741866048907
83,sfe_25_s2,s2,Rainbow / Steelhead Trout - fry,0.06421465481779857,0.5053092195334531,0.4538133847016173,0.8025765356552303
84,sfe_25_n0,n0,Rainbow / Steelhead Trout - juvenile,0.09544696449835345,0.4061240733225408,0.9811489684113197,0.9694395526207922
85,sfe_25_s0,s0,Rainbow / Steelhead Trout - juvenile,0.09606045750309675,0.40873446831363064,0.9813550564823214,0.9691093767670188
86,sfe_25_s1,s1,Rainbow / Steelhead Trout - juvenile,0.06772482564828113,0.28816717432447314,0.9841284730873943,0.9831715987872383
87,sfe_25_s2,s2,Rainbow / Steelhead Trout - juvenile,0.08372979381303965,0.3562678509529211,0.9854338919354684,0.9738520873240445
88,sfe_25_n0,n0,Coho Salmon - fry,0.14975939239379288,1.0641370454047583,0.6449410684526183,0.4568826833958771
89,sfe_25_s0,s0,Coho Salmon - fry,0.14892144312673355,1.0581828755660956,0.562107276542632,0.45904476440012787
90,sfe_25_s1,s1,Coho Salmon - fry,0.08817756968752781,0.6265584881082032,0.8873093924212684,0.7234784362710693
91,sfe_25_s2,s2,Coho Salmon - fry,0.08031966618509764,0.5707230170736779,0.16158977401807262,0.6342275897581336
92,sfe_25_n0,n0,Coho Salmon - juvenile,0.10893361007589933,1.1403301701349378,0.9216142802318857,0.46065072126738327
93,sfe_25_s0,s0,Coho Salmon - juvenile,0.10881473464620828,1.139085767797863,0.9187183634588137,0.461130277793122
94,sfe_25_s1,s1,Coho Salmon - juvenile,0.07983475278029475,0.8357198219833497,0.7188810782896988,0.6441258550311125
95,sfe_25_s2,s2,Coho Salmon - juvenile,0.059742646332135316,0.6253932281209478,0.18094886843636407,0.6385439909081337
96,sfe_316_n0,n0,Rainbow / Steelhead Trout - fry,0.08632928472772822,1.067422727597507,0.3443654251646485,0.4008629603467856
97,sfe_316_s0,s0,Rainbow / Steelhead Trout - fry,0.026976561760376865,0.33355303737638,0.8328488996034121,0.9092125414477602
98,sfe_316_s1,s1,Rainbow / Steelhead Trout - fry,0.0867594295131959,1.0727412741557676,0.3507454847119319,0.39854736649878386
99,sfe_316_s2,s2,Rainbow / Steelhead Trout - fry,0.014686595203131744,0.18159313563514437,0.8909712450895654,0.9661654119252321
100,sfe_316_n0,n0,Rainbow / Steelhead Trout - juvenile,0.060379791771273235,0.23442827359029925,0.9837548516328635,0.9888661199167724
101,sfe_316_s0,s0,Rainbow / Steelhead Trout - juvenile,0.07727724687782911,0.3000336874629604,0.9838104356050499,0.9811850205750057
102,sfe_316_s1,s1,Rainbow / Steelhead Trout - juvenile,0.0595289378420068,0.23112478061915667,0.9661711408990252,0.988418906749677
103,sfe_316_s2,s2,Rainbow / Steelhead Trout - juvenile,0.05922490178008415,0.22994434181645731,0.9559424253515442,0.9874464884086277
104,sfe_316_n0,n0,Coho Salmon - fry,0.09526553839542921,1.035126295036248,0.22917875749996378,0.36542007384432407
105,sfe_316_s0,s0,Coho Salmon - fry,0.03882628378181323,0.4218745619667079,0.76308298554873,0.8366409583007235
106,sfe_316_s1,s1,Coho Salmon - fry,0.09602995745409813,1.0434322394667581,0.20220126311621844,0.36252407960399313
107,sfe_316_s2,s2,Coho Salmon - fry,0.015762851035344187,0.1712743334709057,0.890686089083996,0.9617953072636171
108,sfe_316_n0,n0,Coho Salmon - juvenile,0.04860179760233642,1.0863472712988362,0.005623188409986111,0.4048980407200612
109,sfe_316_s0,s0,Coho Salmon - juvenile,0.01512701685118832,0.33811904682286803,0.6386024868640356,0.8454283598241652
110,sfe_316_s1,s1,Coho Salmon - juvenile,0.04871680678166626,1.0889179562179736,0.003309088058583925,0.4047258040773536
111,sfe_316_s2,s2,Coho Salmon - juvenile,0.012924597217890283,0.2888905681055852,0.8962434380981202,0.9290553396365784
112,sfe_2248_n0,n0,Rainbow / Steelhead Trout - fry,0.09961575076470869,1.1323284302980505,0.4035353586861647,0.45838876245949345
113,sfe_2248_s0,s0,Rainbow / Steelhead Trout - fry,0.09973116147811752,1.13364029946483,0.40278121602279016,0.4579905660689023
114,sfe_2248_s1,s1,Rainbow / Steelhead Trout - fry,0.09465477380666687,1.0759371948907839,0.08152853607601594,0.4730984177754173
115,sfe_2248_s2,s2,Rainbow / Steelhead Trout - fry,0.07862712493452496,0.8937515229519409,0.8337291796072532,0.5661335557373715
116,sfe_2248_n0,n0,Rainbow / Steelhead Trout - juvenile,0.0767980365508954,0.23253803292594785,0.9643935003212109,0.9836741163869129
117,sfe_2248_s0,s0,Rainbow / Steelhead Trout - juvenile,0.08203492985896875,0.2483949079607073,0.9654988857225916,0.9810090143568883
118,sfe_2248_s1,s1,Rainbow / Steelhead Trout - juvenile,0.0631803651278664,0.19130486254867554,0.9861004963821356,0.988886430067935
119,sfe_2248_s2,s2,Rainbow / Steelhead Trout - juvenile,0.06002062648609049,0.18173743815454094,0.9877008037682581,0.9899018570573938
120,sfe_2248_n0,n0,Coho Salmon - fry,0.11511565790880789,1.1112454140315795,0.15914909140454858,0.46007521707485244
121,sfe_2248_s0,s0,Coho Salmon - fry,0.11537939994829127,1.1137913937635064,0.17805646271093603,0.4599075514800308
122,sfe_2248_s1,s1,Coho Salmon - fry,0.1127978919090368,1.0888713349112198,7.748489185807355e-06,0.4565769741941397
123,sfe_2248_s2,s2,Coho Salmon - fry,0.08257820979312369,0.7971518262462639,0.8246005461611298,0.6047951894662111
124,sfe_2248_n0,n0,Coho Salmon - juvenile,0.03419397531552106,1.085075455396981,0.020841130948428804,0.439519988104483
125,sfe_2248_s0,s0,Coho Salmon - juvenile,0.034257034006605985,1.0870764932205843,0.025112228423087437,0.4387661997459722
126,sfe_2248_s1,s1,Coho Salmon - juvenile,0.033655750280371516,1.0679959912594534,0.020210044818735715,0.4398871994176685
127,sfe_2248_s2,s2,Coho Salmon - juvenile,0.030598343296126117,0.9709754709732927,0.10222822325475892,0.48079428858608886
128,sfe_221_n0,n0,Rainbow / Steelhead Trout - fry,0.27270671261824875,1.0269400757894411,0.7331696177553552,0.45011763457946086
129,sfe_221_s0,s0,Rainbow / Steelhead Trout - fry,0.15304256367512017,0.5763171006338522,0.9372708652920319,0.7004004389800993
130,sfe_221_s1,s1,Rainbow / Steelhead Trout - fry,0.2241219284524416,0.8439828560920597,0.6984488341409542,0.5478783822342503
131,sfe_221_s2,s2,Rainbow / Steelhead Trout - fry,0.06532024709996138,0.24597846845567736,0.972282966787772,0.9245257298417592
132,sfe_221_n0,n0,Rainbow / Steelhead Trout - juvenile,0.13501806587254658,0.5046260956400075,0.9243078470988696,0.9236199530129113
133,sfe_221_s0,s0,Rainbow / Steelhead Trout - juvenile,0.09192504656504832,0.34356718887852405,0.9778207026443226,0.9640800592582395
134,sfe_221_s1,s1,Rainbow / Steelhead Trout - juvenile,0.12834781189441888,0.47969621532986284,0.9385529210235081,0.9304884564983247
135,sfe_221_s2,s2,Rainbow / Steelhead Trout - juvenile,0.0310604101318009,0.11608737980726039,0.993440213348897,0.9952960377377832
